tmc,road,direction,intersection,state,county,zip,start_latitude,start_longitude,end_latitude,end_longitude,miles,road_order,timezone_name,type,country,tmclinear,frc,border_set,f_system,urban_code,faciltype,structype,thrulanes,route_numb,route_sign,route_qual,altrtename,aadt,aadt_singl,aadt_combi,nhs,nhs_pct,strhnt_typ,strhnt_pct,truck,isprimary,active_start_date,active_end_date,thrulanes_unidir,aadt_unidir,aadt_singl_unidir,aadt_combi_unidir
126N04780,KAILUA RD,WESTBOUND,HI-61/HAMAKUA DR/KAINEHE ST,HI,HONOLULU,96734,21.39362,-157.7446,21.3933,-157.74513,0.040639,1.0,Pacific/Honolulu,P1.11,USA,161,3,N,3,43669,2,,4,6001,6,1,,18400,1014,290,1,100,,,,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,2,9200,507,145
126P04163,HI-92,WESTBOUND,WAIAKAMILO RD,HI,HONOLULU,96817,21.32128,-157.87901,21.32179,-157.87951,0.04774,18.0,Pacific/Honolulu,P1.11,USA,70,3,N,3,89770,2,,6,92,4,9,,44700,4600,3125,1,69,,,1,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,3,22350,2300,1563
126N04301,HI-99,SOUTHBOUND,SANTOS DUMONT RD,HI,HONOLULU,96786,21.48726,-158.02801,21.48634,-158.02785,0.064446,12.0,Pacific/Honolulu,P1.11,USA,87,4,N,2,89770,2,,4,99,4,9,,17006,1852,271,1,100,,,,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,2,8503,926,136
126N04541,WAIALAE AVE,EASTBOUND,I-H1/LUNALILO FWY/S KING ST,HI,HONOLULU,96826,21.29014,-157.81833,21.29031,-157.81761,0.04781,1.5,Pacific/Honolulu,P1.11,USA,130,4,N,3,89770,2,,3,7601,4,1,,28000,764,455,1,100,,,,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,1.5,14000,382,228
126P04168,HI-92,WESTBOUND,PAIEA ST,HI,HONOLULU,96819,21.33729,-157.91453,21.33732,-157.91474,0.01367,25.5,Pacific/Honolulu,P1.11,USA,70,3,N,3,89770,2,,6,92,4,9,,23500,1779,103,1,100,,,1,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,3,11750,890,52
126-04205,HI-61,SOUTHBOUND,HI-72/KALANIANAOLE HWY/ULUKAHIKI ST,HI,HONOLULU,96734,21.38528,-157.75213,21.38139,-157.75568,0.352659,4.0,Pacific/Honolulu,P1.11,USA,73,3,N,3,43669,2,,4,61,4,9,,29100,1570,348,1,100,,,1,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,2,14550,785,174
126-04447,HI-76,SOUTHBOUND,KIMOPELEKANE RD/NORTH RD,HI,HONOLULU,96706,21.32277,-158.01667,21.31238,-158.0101,0.833687,8.0,Pacific/Honolulu,P1.11,USA,110,4,N,3,89770,2,,4,76,4,9,,20600,712,461,1,99,,,,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,2,10300,356,231
126-04204,HI-61,SOUTHBOUND,ULUHALA ST,HI,HONOLULU,96734,21.38085,-157.75616,21.37963,-157.75731,0.112146,6.0,Pacific/Honolulu,P1.11,USA,73,2,N,2,43669,2,,4,61,4,9,,33509,2443,1194,1,100,,,1,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,2,16755,1222,597
126+04170,HI-92,WESTBOUND,I-H1 (HONOLULU) (WEST),HI,HONOLULU,96818,21.33862,-157.92335,21.3398,-157.92862,0.35054,28.0,Pacific/Honolulu,P1.11,USA,70,3,N,3,89770,2,,6,92,4,9,,23500,1779,103,1,100,,,1,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,3,11750,890,52
126P04169,HI-92,WESTBOUND,RODGERS BLVD,HI,HONOLULU,96818,21.33787,-157.91832,21.33862,-157.92335,0.327802,27.0,Pacific/Honolulu,P1.11,USA,70,3,N,3,89770,2,,6,92,4,9,,23500,1779,103,1,100,,,1,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,3,11750,890,52
126+04173,I-H2,NORTHBOUND,LAKEVIEW CIR,HI,HONOLULU,96786,21.49035,-158.03196,21.48953,-158.03497,0.201616,11.0,Pacific/Honolulu,P1.11,USA,66,2,N,2,89770,2,,4,99,4,9,,28472,757,113,1,100,,,,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,2,14236,379,57
126-04203,HI-61,SOUTHBOUND,HI-83/AULOA RD/KAMEHAMEHA HWY,HI,HONOLULU,96734,21.37963,-157.75731,21.37574,-157.78016,1.641535,7.0,Pacific/Honolulu,P1.11,USA,73,2,N,2,43669,2,1,4,61,4,9,,30580,5477,1092,1,100,,,1,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,2,15290,2739,546
126-04444,FORT BARRETTE RD,SOUTHBOUND,HI-93/FARRINGTON HWY,HI,HONOLULU,96707,21.34098,-158.07674,21.34012,-158.07602,0.075337,2.0,Pacific/Honolulu,P1.11,USA,109,3,N,3,89770,2,,4,901,4,1,,35100,842,179,1,100,,,,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,2,17550,421,90
126-04202,HI-61,SOUTHBOUND,NUUANU AVE/WYLLIE ST,HI,HONOLULU,96817,21.37427,-157.78153,21.32872,-157.84552,6.255741,9.0,Pacific/Honolulu,P1.11,USA,73,2,N,2,89770,2,2,4,61,4,9,,36163,1849,312,1,100,,,1,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,2,18082,925,156
126P04165,HI-92,WESTBOUND,I-H1 (HONOLULU) (EAST),HI,HONOLULU,96819,21.33264,-157.88986,21.3349,-157.89846,0.607805,21.0,Pacific/Honolulu,P1.11,USA,70,3,N,3,89770,2,,3,92,4,9,,9500,717,165,1,95,,,1,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,1.5,4750,359,83
126+04177,HI-63,NORTHBOUND,I-H1/LUNALILO FWY,HI,HONOLULU,96819,21.33095,-157.87551,21.33213,-157.87412,0.121078,4.0,Pacific/Honolulu,P1.11,USA,71,3,N,3,89770,2,,3,63,4,9,,19500,766,493,1,100,,,1,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,1.5,9750,383,247
126-04449,HI-76,SOUTHBOUND,HI-764/GEIGER RD/IROQUOIS RD,HI,HONOLULU,96706,21.34753,-158.02686,21.33365,-158.02307,0.989446,6.0,Pacific/Honolulu,P1.11,USA,110,4,N,3,89770,2,,6,76,4,9,,40122,2479,3242,1,100,,,,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,3,20061,1240,1621
126P04166,HI-92,WESTBOUND,PUULOA RD,HI,HONOLULU,96819,21.33529,-157.90093,21.33543,-157.90189,0.062537,23.0,Pacific/Honolulu,P1.11,USA,70,3,N,1,89770,2,1,9,1,2,10,,88800,17038,2014,1,100,,,1,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,4.5,44400,8519,1007
126+04176,HI-63,NORTHBOUND,N KING ST,HI,HONOLULU,96819,21.32692,-157.87953,21.33095,-157.87551,0.380346,3.0,Pacific/Honolulu,P1.11,USA,71,3,N,3,89770,2,,4,63,4,9,,19500,766,493,1,1,,,1,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,2,9750,383,247
126-04206,HI-61,SOUTHBOUND,ULUMANU DR,HI,HONOLULU,96734,21.39309,-157.74547,21.38528,-157.75213,0.69949,3.0,Pacific/Honolulu,P1.11,USA,73,3,N,3,43669,2,1,4,61,4,9,,29100,1570,348,1,100,,,1,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,2,14550,785,174
126P04167,HI-92,WESTBOUND,CAMP CATLINE RD,HI,HONOLULU,96818,21.33702,-157.91274,21.3371,-157.91326,0.033926,24.5,Pacific/Honolulu,P1.11,USA,70,3,N,3,89770,2,,7,92,4,9,,23500,1779,103,1,100,,,1,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,3.5,11750,890,52
126-04448,HI-76,SOUTHBOUND,HANAKAHI ST/KEONEULA BLVD,HI,HONOLULU,96706,21.33365,-158.02307,21.32277,-158.01667,0.858846,7.0,Pacific/Honolulu,P1.11,USA,110,4,N,3,89770,2,,4,76,4,9,,31297,1834,979,1,100,,,,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,2,15649,917,490
126+04179,HI-63,NORTHBOUND,KAMEHAMEHA IV RD,HI,HONOLULU,96819,21.33623,-157.86963,21.34696,-157.86629,0.796529,7.0,Pacific/Honolulu,P1.11,USA,71,2,N,2,89770,2,1,5,63,4,9,,35043,1290,469,1,100,,,1,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,2.5,17522,645,235
126+04178,HI-63,NORTHBOUND,N SCHOOL ST,HI,HONOLULU,96819,21.33424,-157.87146,21.33623,-157.86963,0.18164,6.0,Pacific/Honolulu,P1.11,USA,71,2,N,2,89770,2,,6,63,4,9,,48951,2154,1226,1,100,,,1,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,3,24476,1077,613
126-04443,FORT BARRETTE RD,SOUTHBOUND,KAPOLEI PKWY,HI,HONOLULU,96707,21.33974,-158.07572,21.32944,-158.07168,0.805291,4.0,Pacific/Honolulu,P1.11,USA,109,4,N,3,89770,2,,2,901,4,1,,14900,1349,173,1,100,,,,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,1,7450,675,87
126-04201,HI-61,SOUTHBOUND,PAUOA RD,HI,HONOLULU,96813,21.32601,-157.84536,21.31988,-157.85013,0.546297,11.0,Pacific/Honolulu,P1.11,USA,73,2,N,2,89770,2,1,4,61,4,9,,37455,2217,564,1,100,,,1,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,2,18728,1109,282
126-04200,HI-61,SOUTHBOUND,PACIFIC HEIGHTS RD/S KUAKINI ST,HI,HONOLULU,96813,21.31836,-157.85136,21.31789,-157.85177,0.041837,13.0,Pacific/Honolulu,P1.11,USA,73,2,N,2,89770,2,,4,61,4,9,,20311,756,287,1,100,,,1,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,2,10156,378,144
126-04442,FORT BARRETTE RD,SOUTHBOUND,ROOSEVELT AVE,HI,HONOLULU,96707,21.32944,-158.07168,21.32507,-158.06816,0.379353,5.0,Pacific/Honolulu,P1.11,USA,109,5,N,3,89770,2,,2,901,4,1,,14900,1349,173,1,100,,,,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,1,7450,675,87
126N04535,HI-64,SOUTHBOUND,MAKEPONO ST,HI,HONOLULU,96819,21.30624,-157.8772,21.3063,-157.87681,0.02544,2.5,Pacific/Honolulu,P1.11,USA,129,5,N,3,89770,2,,2,64,4,9,,9100,572,246,1,100,,,1,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,1,4550,286,123
126N04534,HI-7310,SOUTHBOUND,HI-78/MOANALUA FWY,HI,HONOLULU,96819,21.35094,-157.89453,21.34828,-157.89708,0.250991,1.0,Pacific/Honolulu,P1.11,USA,128,4,N,3,89770,2,,4,7310,4,1,,34200,1625,912,1,33,,,,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,2,17100,813,456
126N04533,HI-7310,SOUTHBOUND,SALT LAKE BLVD,HI,HONOLULU,96819,21.34551,-157.89883,21.34471,-157.8993,0.063002,3.0,Pacific/Honolulu,P1.11,USA,128,4,N,3,89770,2,,6,7310,4,1,,31471,1423,788,1,100,,,,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,3,15736,712,394
126N04775,HI-83,SOUTHBOUND,HI-83/KAMEHAMEHA HWY,HI,HONOLULU,96712,21.60184,-158.09987,21.60144,-158.09985,0.027662,1.0,Pacific/Honolulu,P1.11,USA,158,2,N,3,99999,2,,2,83,4,9,,12472,363,39,1,100,,,,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,1,6236,182,20
126N04537,HI-64,SOUTHBOUND,HI-92/N NIMITZ HWY,HI,HONOLULU,96819,21.3288,-157.88658,21.32825,-157.88717,0.05461,1.0,Pacific/Honolulu,P1.11,USA,129,5,N,3,89770,2,,5,64,4,9,,17000,3382,1419,1,99,,,1,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,2.5,8500,1691,710
126P04150,HI-78,WESTBOUND,I-H1 (AIEA),HI,HONOLULU,96701,21.37226,-157.92209,21.37439,-157.92724,0.372734,16.0,Pacific/Honolulu,P1.11,USA,68,3,N,1,89770,2,1,4,201,2,10,,44350,5458,473,1,100,,,1,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,2,22175,2729,237
126P04151,HI-78,WESTBOUND,MOANALUA RD,HI,HONOLULU,96701,21.37487,-157.92796,21.3759,-157.93095,0.207385,18.0,Pacific/Honolulu,P1.11,USA,68,3,N,2,89770,2,,5,78,4,9,,34223,1651,208,1,99,,,1,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,2.5,17112,826,104
126P04152,HI-78,WESTBOUND,HI-99,HI,HONOLULU,96701,21.37641,-157.93305,21.37707,-157.93418,0.085889,18.5,Pacific/Honolulu,P1.11,USA,68,3,N,2,89770,2,1,4,78,4,9,,26900,1378,357,1,100,,,1,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,2,13450,689,179
126N04774,HI-83,SOUTHBOUND,HI-83/HI-99/KAMEHAMEHA HWY,HI,HONOLULU,96791,21.57542,-158.10261,21.57507,-158.1024,0.027747,3.0,Pacific/Honolulu,P1.11,USA,158,2,N,3,99999,2,,2,83,4,9,,11600,406,36,1,90,,,,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,1,5800,203,18
126N04532,HI-7310,SOUTHBOUND,HI-92,HI,HONOLULU,96819,21.3357,-157.9015,21.33451,-157.90158,0.082381,5.0,Pacific/Honolulu,P1.11,USA,128,4,N,3,89770,2,,3,7310,4,1,,19282,530,240,1,31,,,,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,1.5,9641,265,120
126P04157,HI-92,WESTBOUND,PUNCHBOWL ST,HI,HONOLULU,96813,21.30185,-157.86329,21.3024,-157.86336,0.03826,11.0,Pacific/Honolulu,P1.11,USA,69,3,N,3,89770,2,,6,92,4,9,,43900,1405,174,1,100,,,1,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,3,21950,703,87
126+04140,I-H3,EASTBOUND,KANEOHE BAY DR,HI,HONOLULU,96734,21.40658,-157.76583,21.42776,-157.76,1.527049,9.0,Pacific/Honolulu,P1.3,USA,67,4,N,1,43669,2,1,4,3,2,10,,10327,1239,98,1,100,,,1,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,2,5164,620,49
126P04153,HI-92,WESTBOUND,KALAKAUA AVE,HI,HONOLULU,96815,21.28609,-157.83316,21.28565,-157.8338,0.053231,5.5,Pacific/Honolulu,P1.11,USA,69,3,N,3,89770,2,,5,92,4,9,,21400,1163,141,1,73,,,1,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,2.5,10700,582,71
126+04141,I-H3,EASTBOUND,3RD ST,HI,HONOLULU,96734,21.43086,-157.76023,21.43551,-157.75699,0.415641,11.0,Pacific/Honolulu,P1.3,USA,67,5,N,1,43669,2,,4,3,2,10,,14800,3369,78,1,99,,,1,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,2,7400,1685,39
126P04154,HI-92,WESTBOUND,ATKINSON DR,HI,HONOLULU,96814,21.28907,-157.84144,21.28923,-157.84199,0.037087,6.0,Pacific/Honolulu,P1.11,USA,69,3,N,3,89770,2,,6,92,4,9,,38184,1856,867,1,99,,,1,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,3,19092,928,434
126+04144,HI-78,WESTBOUND,KAUA ST,HI,HONOLULU,96819,21.34226,-157.88722,21.3431,-157.89019,0.200705,3.0,Pacific/Honolulu,P1.11,USA,68,2,N,1,89770,2,,7,201,2,10,,106400,2854,143,1,99,,,1,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,3.5,53200,1427,72
126P04155,HI-92,WESTBOUND,PIIKOI ST,HI,HONOLULU,96814,21.29097,-157.84775,21.29102,-157.84788,0.009052,8.0,Pacific/Honolulu,P1.11,USA,69,3,N,3,89770,2,,6,92,4,9,,44200,1163,141,1,100,,,1,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,3,22100,582,71
126+04143,HI-78,WESTBOUND,FUNSTON RD,HI,HONOLULU,96819,21.33795,-157.8838,21.33937,-157.88479,0.116988,2.0,Pacific/Honolulu,P1.11,USA,68,2,N,1,89770,2,,7,201,2,10,,115400,16540,390,1,100,,,1,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,3.5,57700,8270,195
126+04146,HI-78,WESTBOUND,ALA NAPUNANI ST,HI,HONOLULU,96819,21.3525,-157.89622,21.35743,-157.89917,0.402685,7.0,Pacific/Honolulu,P1.11,USA,68,2,N,1,89770,2,,7,201,2,10,,122405,31285,1297,1,99,,,1,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,3.5,61203,15643,649
126-04230,HI-72,SOUTHBOUND,WAILEA ST/OLUOLU ST,HI,HONOLULU,96795,21.36782,-157.74012,21.33301,-157.69766,3.887925,3.0,Pacific/Honolulu,P1.11,USA,76,2,N,3,43669,2,1,2,72,4,9,,12739,1735,185,1,100,,,1,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,1,6370,868,93
126+04145,HI-78,WESTBOUND,PUULOA RD/JARRETT WHITE RD,HI,HONOLULU,96819,21.34421,-157.89234,21.34572,-157.89354,0.129904,5.0,Pacific/Honolulu,P1.11,USA,68,2,N,1,89770,2,1,7,201,2,10,,106400,2854,143,1,100,,,1,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,3.5,53200,1427,72
126+04148,HI-78,WESTBOUND,I-H3,HI,HONOLULU,96819,21.36836,-157.90636,21.36872,-157.90984,0.22623,11.0,Pacific/Honolulu,P1.11,USA,68,2,N,1,89770,2,,7,201,2,10,,135100,31461,1423,1,99,,,1,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,3.5,67550,15731,712
126+04147,HI-78,WESTBOUND,ALIAMANU DR/ALA KAPUNA ST,HI,HONOLULU,96819,21.36004,-157.89951,21.36657,-157.90415,0.549875,9.0,Pacific/Honolulu,P1.11,USA,68,2,N,1,89770,2,1,7,201,2,10,,121000,44312,2131,1,99,,,1,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,3.5,60500,22156,1066
126-04234,KALAKAUA AVE,SOUTHBOUND,KAPAHULU AVE,HI,HONOLULU,96815,21.28557,-157.83288,21.27154,-157.82273,1.181271,7.0,Pacific/Honolulu,P1.11,USA,77,4,N,3,89770,2,,5,92,4,9,,21400,1163,141,1,1,,,1,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,2.5,10700,582,71
126+04149,HI-78,WESTBOUND,KAHUAPAANI ST,HI,HONOLULU,96701,21.37135,-157.91671,21.3723,-157.91954,0.194582,13.0,Pacific/Honolulu,P1.11,USA,68,2,N,1,89770,2,,5,201,2,10,,72080,23622,801,1,99,,,1,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,2.5,36040,11811,401
126-04231,HI-72,SOUTHBOUND,KEOLU DR,HI,HONOLULU,96734,21.38032,-157.75532,21.36782,-157.74012,1.324218,2.0,Pacific/Honolulu,P1.11,USA,76,2,N,3,43669,2,,4,72,4,9,,15993,2800,239,1,100,,,1,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,2,7997,1400,120
126P04140,I-H3,EASTBOUND,KANEOHE BAY DR,HI,HONOLULU,96734,21.42776,-157.76,21.430859991329,-157.760229998976,0.21491,10.0,Pacific/Honolulu,P1.3,USA,67,5,N,1,43669,2,1,4,3,2,10,,10804,1546,60,1,100,,,1,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,2,5402,773,30
126-04227,HI-72,SOUTHBOUND,W HIND DR,HI,HONOLULU,96821,21.27597,-157.70478,21.27789,-157.75509,3.565081,6.0,Pacific/Honolulu,P1.11,USA,76,2,N,2,89770,2,1,6,72,4,9,,47774,1812,533,1,100,,,1,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,3,23887,906,267
126P04146,HI-78,WESTBOUND,ALA NAPUNANI ST,HI,HONOLULU,96819,21.35743,-157.89917,21.36004,-157.89951,0.182104,8.0,Pacific/Honolulu,P1.11,USA,68,2,N,1,89770,2,1,7,201,2,10,,121000,44312,2131,1,100,,,1,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,3.5,60500,22156,1066
126-04226,HI-72,SOUTHBOUND,I-H1/LUNALILO FWY,HI,HONOLULU,96821,21.27782,-157.75538,21.27795,-157.77996,1.60524,7.0,Pacific/Honolulu,P1.11,USA,76,2,N,2,89770,2,1,6,72,4,9,,76500,1321,75,1,99,,,1,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,3,38250,661,38
126P04147,HI-78,WESTBOUND,ALIAMANU DR/ALA KAPUNA ST,HI,HONOLULU,96819,21.36657,-157.90415,21.36836,-157.90636,0.191369,10.0,Pacific/Honolulu,P1.11,USA,68,2,N,1,89770,2,,7,201,2,10,,121000,44312,2131,1,97,,,1,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,3.5,60500,22156,1066
126+04151,HI-78,WESTBOUND,MOANALUA RD,HI,HONOLULU,96701,21.37439,-157.92724,21.37487,-157.92796,0.056962,17.0,Pacific/Honolulu,P1.11,USA,68,3,N,2,89770,2,,6,78,4,9,,36800,1651,208,1,100,,,1,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,3,18400,826,104
126P04148,HI-78,WESTBOUND,I-H3,HI,HONOLULU,96819,21.36872,-157.90984,21.37135,-157.91671,0.478493,12.0,Pacific/Honolulu,P1.11,USA,68,2,N,1,89770,2,1,7,201,2,10,,96654,23843,879,1,100,,,1,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,3.5,48327,11922,440
126+04150,HI-78,WESTBOUND,I-H1 (AIEA),HI,HONOLULU,96701,21.37232,-157.91987,21.37226,-157.92209,0.142873,15.0,Pacific/Honolulu,P1.11,USA,68,3,N,1,89770,2,,5,201,2,10,,50298,8842,622,1,99,,,1,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,2.5,25149,4421,311
126P04149,HI-78,WESTBOUND,KAHUAPAANI ST,HI,HONOLULU,96701,21.3723,-157.91954,21.37232,-157.91987,0.021274,14.0,Pacific/Honolulu,P1.11,USA,68,2,N,1,89770,2,,5,201,2,10,,72080,23622,801,1,98,,,1,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,2.5,36040,11811,401
126P04142,HI-78,WESTBOUND,I-H1 (HONOLULU),HI,HONOLULU,96819,21.33579,-157.87776,21.33795,-157.8838,0.431197,1.0,Pacific/Honolulu,P1.11,USA,68,2,N,1,89770,2,2,7,1,2,10,,145677,4917,290,1,98,,,1,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,3.5,72839,2459,145
126P04143,HI-78,WESTBOUND,FUNSTON RD,HI,HONOLULU,96819,21.33937,-157.88479,21.34226,-157.88722,0.256327,2.001,Pacific/Honolulu,P1.11,USA,68,2,N,1,89770,2,,7,201,2,10,,107470,4481,171,1,99,,,1,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,3.5,53735,2241,86
126+04152,HI-78,WESTBOUND,HI-99,HI,HONOLULU,96701,21.3759,-157.93095,21.37641,-157.93305,0.140377,19.0,Pacific/Honolulu,P1.11,USA,68,3,N,2,89770,2,1,4,78,4,9,,28219,1433,325,1,100,,,1,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,2,14110,717,163
126+04155,HI-92,WESTBOUND,PIIKOI ST,HI,HONOLULU,96814,21.28923,-157.84199,21.29097,-157.84775,0.390657,7.0,Pacific/Honolulu,P1.11,USA,69,3,N,3,89770,2,,6,92,4,9,,44200,1163,141,1,100,,,1,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,3,22100,582,71
126P04144,HI-78,WESTBOUND,KAUA ST,HI,HONOLULU,96819,21.3431,-157.89019,21.34421,-157.89234,0.159607,4.0,Pacific/Honolulu,P1.11,USA,68,2,N,1,89770,2,,7,201,2,10,,106400,2854,143,1,100,,,1,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,3.5,53200,1427,72
126-04229,HI-72,SOUTHBOUND,KEALAHOU ST,HI,HONOLULU,96795,21.33301,-157.69766,21.29057,-157.66517,4.81666,4.0,Pacific/Honolulu,P1.11,USA,76,2,N,3,43669,2,1,2,72,4,9,,8014,614,69,1,100,,,1,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,1,4007,307,35
126+04154,HI-92,WESTBOUND,ATKINSON DR,HI,HONOLULU,96815,21.28565,-157.8338,21.28907,-157.84144,0.662445,5.0,Pacific/Honolulu,P1.11,USA,69,3,N,3,89770,2,1,6,92,4,9,,28892,2329,1364,1,100,,,1,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,3,14446,1165,682
126P04145,HI-78,WESTBOUND,PUULOA RD/JARRETT WHITE RD,HI,HONOLULU,96819,21.34572,-157.89354,21.3525,-157.89622,0.5135,6.0,Pacific/Honolulu,P1.11,USA,68,2,N,1,89770,2,,7,201,2,10,,107385,4475,206,1,100,,,1,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,3.5,53693,2238,103
126-04228,HI-72,SOUTHBOUND,LUNALILO HOME RD,HI,HONOLULU,96825,21.29057,-157.66517,21.27597,-157.70478,3.170007,5.0,Pacific/Honolulu,P1.11,USA,76,2,N,3,89770,2,1,2,72,4,9,,6651,481,44,1,100,,,1,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,1,3326,241,22
126+04157,HI-92,WESTBOUND,PUNCHBOWL ST,HI,HONOLULU,96813,21.29498,-157.85786,21.30185,-157.86329,0.637567,10.0,Pacific/Honolulu,P1.11,USA,69,3,N,3,89770,2,,6,92,4,9,,43541,1399,173,1,100,,,1,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,3,21771,700,87
126+04156,HI-92,WESTBOUND,WARD AVE,HI,HONOLULU,96814,21.29102,-157.84788,21.29498,-157.85786,0.705515,9.0,Pacific/Honolulu,P1.11,USA,69,3,N,3,89770,2,1,6,92,4,9,,23184,1163,141,1,100,,,1,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,3,11592,582,71
126+04159,HI-92,WESTBOUND,BISHOP ST,HI,HONOLULU,96813,21.30622,-157.86306,21.30707,-157.8636,0.068235,13.0,Pacific/Honolulu,P1.11,USA,69,3,N,3,89770,2,,6,92,4,9,,43900,1405,174,1,100,,,1,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,3,21950,703,87
126+04158,HI-92,WESTBOUND,ALAKEA ST,HI,HONOLULU,96813,21.3024,-157.86336,21.30622,-157.86306,0.277903,12.0,Pacific/Honolulu,P1.11,USA,69,3,N,3,89770,2,,6,92,4,9,,43900,1405,174,1,97,,,1,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,3,21950,703,87
